precio,expensas,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_banios,cantidad_de_dormitorios,antiguedad,disposicion,orientacion,luminosidad,cantidad_de_cocheras,cantidad_de_toiletes,estado_general,aire_acondicionado,alarma,amoblado,caldera,calefacción,cancha_deportes,cocina_equipada,frigobar,lavarropas,lavavajillas,microondas,quincho,sum,sauna,secarropas,termotanque,vigilancia,ascensor,caja_fuerte,internet,laundry,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,lavadero,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,amoblado.1,acceso_movilidad_reducida,provincia,precio_m2,precio_m2_cubierto,precio_m2_medio_localidad,precio_m2_cubierto_medio_localidad,precio_medio_localidad,precio_medio_prov,num_provincia
900,60.0,Avenida del Libertador 4000,"La Lucila, Vicente López",72,63,3,1,2,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),12.5,14.285714285714286,11.234995465826652,12.390271746622552,933.3333333333334,2895.0,3
850,0,Avenida del Libertador 3731,"La Lucila, Vicente López",64,64,3,1,2,40,0,0,Muy luminoso,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Zona Norte (GBA),13.28125,13.28125,11.234995465826652,12.390271746622552,933.3333333333334,2895.0,3
750,75.0,LIBERTAdOR 4074,"La Lucila, Vicente López",80,70,3,1,2,2,Frente,N,Muy luminoso,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,0,0,0,0,1,0,0,0,0,0,1,Zona Norte (GBA),9.375,10.714285714285714,11.234995465826652,12.390271746622552,933.3333333333334,2895.0,3
1300,200.0,Av. Libertador al 3900,"La Lucila, Vicente López",120,100,3,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),10.833333333333334,13.0,11.234995465826652,12.390271746622552,933.3333333333334,2895.0,3
800, $ 65.000,Anchorena 600,"La Lucila, Vicente López",72,65,3,1,2,40,Frente,NO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),11.11111111111111,12.307692307692308,11.234995465826652,12.390271746622552,933.3333333333334,2895.0,3
5500,0,Avenida del Libertador 3600 La Lucila Provincia de Buenos Aires Argentina,"La Lucila, Vicente López",343,297,4,4,3,17,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),16.034985422740526,18.51851851851852,14.94048628816857,16.773241685739702,3432.5,2895.0,3
5500,0,Piso en Torre Amalfi - Av. Libertador al 3600 - La Lucila,"La Lucila, Vicente López",298,248,4,3,3,15,Frente,0,Muy luminoso,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,1,0,1,0,1,0,1,0,1,0,1,0,0,0,Zona Norte (GBA),18.456375838926174,22.177419354838708,14.94048628816857,16.773241685739702,3432.5,2895.0,3
5500,600.0,Ac. del Libertador al 3600 Torre Amalfi,"La Lucila, Vicente López",298,298,4,3,3,17,Frente,E,Muy luminoso,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,,1,0,0,0,1,1,1,0,1,0,0,0,1,0,Zona Norte (GBA),18.456375838926174,18.456375838926174,14.94048628816857,16.773241685739702,3432.5,2895.0,3
5500,0,Av Libertador  al 3600,"La Lucila, Vicente López",248,248,4,3,3,10,0,0,Muy luminoso,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,1,0,1,0,1,0,1,0,1,0,1,0,0,0,Zona Norte (GBA),22.177419354838708,22.177419354838708,14.94048628816857,16.773241685739702,3432.5,2895.0,3
3200,500.0,Av. Libertador al 3600,"La Lucila, Vicente López",177,177,4,2,3,17,Frente,E,Muy luminoso,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),18.07909604519774,18.07909604519774,14.94048628816857,16.773241685739702,3432.5,2895.0,3
2700,0,Avda. del libertador 3700,"La Lucila, Vicente López",258,228,4,4,3,30,Contrafrente,E,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Zona Norte (GBA),10.465116279069768,11.842105263157896,14.94048628816857,16.773241685739702,3432.5,2895.0,3
2500,0,Av. Libertador al 3800,"La Lucila, Vicente López",222,177,4,2,3,3,Frente,E,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),11.26126126126126,14.124293785310735,14.94048628816857,16.773241685739702,3432.5,2895.0,3
2200,400.0,Av. del Libertador al 3600,"La Lucila, Vicente López",128,128,4,2,2,22,Contrafrente,E,Muy luminoso,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Zona Norte (GBA),17.1875,17.1875,14.94048628816857,16.773241685739702,3432.5,2895.0,3
2200,390.0,A. del Libertador Gral San Martin 3663,"La Lucila, Vicente López",128,128,4,2,2,18,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,,1,0,0,0,1,0,1,0,1,0,1,0,0,0,Zona Norte (GBA),17.1875,17.1875,14.94048628816857,16.773241685739702,3432.5,2895.0,3
2200,390.0,Departamento en Venta y Alquiler en La Lucila 3 dormitorios Av. Libertador 3600,"La Lucila, Vicente López",128,115,4,4,3,15,Frente,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),17.1875,19.130434782608695,14.94048628816857,16.773241685739702,3432.5,2895.0,3
1500,455.965,Diaz Velez al 296 - Piso 9º,"La Lucila, Vicente López",198,168,4,2,3,40,Frente,NO,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),7.575757575757576,8.928571428571429,14.94048628816857,16.773241685739702,3432.5,2895.0,3
1450,0,Tucumán 3700,"La Lucila, Vicente López",180,120,4,1,3,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Zona Norte (GBA),8.055555555555555,12.083333333333334,14.94048628816857,16.773241685739702,3432.5,2895.0,3
5500,0,Av. del Libertador 3600,"La Lucila, Vicente López",350,350,4,3,3,17,Frente,E,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),15.714285714285714,15.714285714285714,14.94048628816857,16.773241685739702,3432.5,2895.0,3
1970, $ 179.000,Fray Justo Santa María de Oro al 3500,"La Lucila, Vicente López",160,130,4,2,3,9,0,NO,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Zona Norte (GBA),12.3125,15.153846153846153,14.94048628816857,16.773241685739702,3432.5,2895.0,3
3700,980.0,Vicente López - Libertadoral RÍO ( vc/cs),"La Lucila, Vicente López",325,325,5,3,3,17,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),11.384615384615385,11.384615384615385,11.495704832962621,11.680950051320423,2800.0,2895.0,3
3200,500.0,Av. del Libertador  al 3600,"La Lucila, Vicente López",243,243,5,3,3,38,Frente,E,Muy luminoso,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Zona Norte (GBA),13.168724279835391,13.168724279835391,11.495704832962621,11.680950051320423,2800.0,2895.0,3
1500,210.0,Avenida del Libertador 3900 La Lucila Vicente López,"La Lucila, Vicente López",151,143,5,3,4,41,Frente,E,Muy luminoso,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Zona Norte (GBA),9.933774834437086,10.48951048951049,11.495704832962621,11.680950051320423,2800.0,2895.0,3
7000,0,Salvador Debenedetti 300,"La Lucila, Vicente López",750,485,6,3,5,13,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),9.333333333333334,14.43298969072165,8.111111111111112,14.810996563573882,5333.333333333333,2895.0,3
4500,0,Darwin al 200,"La Lucila, Vicente López",600,300,6,3,4,30,0,E,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),7.5,15.0,8.111111111111112,14.810996563573882,5333.333333333333,2895.0,3
4500,0,Darwin  al 200,"La Lucila, Vicente López",600,300,6,3,4,30,0,E,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Zona Norte (GBA),7.5,15.0,8.111111111111112,14.810996563573882,5333.333333333333,2895.0,3
7500,0,Anchorena 300 La Lucila,"La Lucila, Vicente López",1200,500,7,0,5,17,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),6.25,15.0,7.1628446628446625,12.546296296296296,4500.0,2895.0,3
3500,0,Alquiler. Sobre Av. del Libertador La Lucila.,"La Lucila, Vicente López",880,400,7,4,5,50,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Norte (GBA),3.977272727272727,8.75,7.1628446628446625,12.546296296296296,4500.0,2895.0,3
5500,0,Rawson al 3100,"La Lucila, Vicente López",500,500,9,4,4,10,0,N,Muy luminoso,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,,1,0,1,0,0,1,1,1,1,1,0,0,0,0,Zona Norte (GBA),11.0,11.0,9.716867469879517,9.716867469879517,4500.0,2895.0,3
3500,0,Andrés Ferreyra al 3200,"La Lucila, Vicente López",415,415,9,5,4,20,0,O,Muy luminoso,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,0,1,0,0,1,1,0,1,0,0,0,0,0,Zona Norte (GBA),8.433734939759036,8.433734939759036,9.716867469879517,9.716867469879517,4500.0,2895.0,3
8500,0,Andrés Ferreyra al 3900,"La Lucila, Vicente López",3888,1197,10,7,7,14,0,E,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Zona Norte (GBA),2.1862139917695473,7.101086048454469,2.1862139917695473,7.101086048454469,8500.0,2895.0,3
320, $ 38.000,13 1500. Entre 63 y 64,"La Plata, GBA Sur",48,43,1,1,1,12,Frente,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),6.666666666666667,7.441860465116279,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
290, $ 25.000,40 al 900,"La Plata, GBA Sur",35,35,1,1,1,8,0,0,Muy luminoso,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Zona Sur (GBA),8.285714285714286,8.285714285714286,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
290, $ 95.000,55 e 9 y 10 N° 716 1/2 7to c,"La Plata, GBA Sur",38,38,1,1,1,4,Contrafrente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),7.631578947368421,7.631578947368421,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
280,0,55 entre 9 y 10 . Entre 9 y 10,"La Plata, GBA Sur",32,32,1,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.75,8.75,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
275, $ 55.000,Torre Brumel - 56 e/ 18 y 19,"La Plata, GBA Sur",38,33,1,1,1,17,Contrafrente,N,Muy luminoso,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Zona Sur (GBA),7.2368421052631575,8.333333333333334,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
270,0,57 E 2 Y 3,"La Plata, GBA Sur",40,40,1,1,1,20,0,N,Muy luminoso,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),6.75,6.75,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
270, $ 57.000,44 al 1000,"La Plata, GBA Sur",35,33,1,1,1,5,Contrafrente,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),7.714285714285714,8.181818181818182,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
250,0,Torre Brumel - 56 e/ 18 y 19,"La Plata, GBA Sur",35,35,1,1,1,17,Contrafrente,N,Muy luminoso,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Zona Sur (GBA),7.142857142857143,7.142857142857143,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
250,0,13 Entre 33 y 34,"La Plata, GBA Sur",40,40,1,1,1,10,Contrafrente,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),6.25,6.25,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
250,0,49 Entre 17 y 18,"La Plata, GBA Sur",35,35,1,1,1,17,Frente,0,Muy luminoso,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Zona Sur (GBA),7.142857142857143,7.142857142857143,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
250, $ 45.000,63 N° 1477,"La Plata, GBA Sur",46,46,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),5.434782608695652,5.434782608695652,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
240,0,53 1200. Entre 20 y 21,"La Plata, GBA Sur",30,30,1,0,1,17,Contrafrente,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.0,8.0,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
240,0,15 al 700,"La Plata, GBA Sur",30,30,1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.0,8.0,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
240, $ 25.000,17 Entre 32 y 33,"La Plata, GBA Sur",35,35,1,1,1,10,Frente,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),6.857142857142857,6.857142857142857,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
230,0,Torre Breza - 17 e/ 43 y Avenida 44,"La Plata, GBA Sur",36,36,1,1,1,17,Frente,N,Muy luminoso,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Zona Sur (GBA),6.388888888888889,6.388888888888889,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
230, $ 30.000,40 entre 12 y 13 800. Entre 12 y 13,"La Plata, GBA Sur",40,40,1,1,1,17,Contrafrente,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),5.75,5.75,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
220, $ 8.500,Calle 118 e/ 65 y 66,"La Plata, GBA Sur",27,27,1,1,1,25,Frente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Zona Sur (GBA),8.148148148148149,8.148148148148149,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
210,0,65 Entre 14 y 15,"La Plata, GBA Sur",35,35,1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),6.0,6.0,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
210,0,47 Y 13 LA PLA La Plata Buenos Aires Argentina.,"La Plata, GBA Sur",25,25,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.4,8.4,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
180, $ 20.000,62 entre 1 y 2 la plata  La Plata Buenos Aires Argentina.,"La Plata, GBA Sur",30,30,1,1,1,17,0,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),6.0,6.0,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
180, $ 15.000,58 entre 7 y 8 la plata La Plata Buenos Aires Argentina.,"La Plata, GBA Sur",28,28,1,1,1,17,0,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),6.428571428571429,6.428571428571429,7.094206473164738,7.205597782405322,246.42857142857142,376.27272727272725,2
450,0,Departamento en Alquiler Temporal. 12 E/42 y 43,"La Plata, GBA Sur",49,45,2,1,1,17,0,0,Muy luminoso,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Zona Sur (GBA),9.183673469387756,10.0,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
400,20.0,71 Bis & Calle ,"La Plata, GBA Sur",45,43,2,1,1,7,Frente,0,Muy luminoso,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.88888888888889,9.30232558139535,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
380,40.0,56 Entre 5 y 6,"La Plata, GBA Sur",65,62,2,1,1,7,Frente,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),5.846153846153846,6.129032258064516,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
320,50.0,Plaza Azcuenaga 89,"La Plata, GBA Sur",55,50,2,1,1,3,Frente,0,Muy luminoso,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),5.818181818181818,6.4,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
440,0,51 e 4 y 5,"La Plata, GBA Sur",45,45,2,1,1,12,0,N,Muy luminoso,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),9.777777777777779,9.777777777777779,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
420, $ 18.000,25 Entre 36 y 37,"La Plata, GBA Sur",80,70,2,1,1,2,Frente,N,Muy luminoso,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Zona Sur (GBA),5.25,6.0,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
400,0,44 8 Y ,"La Plata, GBA Sur",48,48,2,1,1,10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Zona Sur (GBA),8.333333333333334,8.333333333333334,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
400,0,Calle 2 Nº1400,"La Plata, GBA Sur",45,45,2,1,1,10,Frente,0,Muy luminoso,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.88888888888889,8.88888888888889,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
400,0,7 68 Y 69,"La Plata, GBA Sur",45,45,2,0,1,15,Frente,N,Muy luminoso,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.88888888888889,8.88888888888889,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
380,0,35 e 20 Y 21,"La Plata, GBA Sur",45,45,2,0,1,20,0,N,Muy luminoso,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.444444444444445,8.444444444444445,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
370, $ 37.000,43 e/ 13 y 14,"La Plata, GBA Sur",55,48,2,1,1,15,Contrafrente,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),6.7272727272727275,7.708333333333333,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
360, $ 30.000,65 Entre 7 y 8 al 617,"La Plata, GBA Sur",45,40,2,1,1,17,Contrafrente,0,Muy luminoso,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.0,9.0,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
350, $ 30.000,6 Entre 58 y 59,"La Plata, GBA Sur",40,40,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),8.75,8.75,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
350, $ 40.000,48 e/ 8 y 9,"La Plata, GBA Sur",46,46,2,1,1,25,Lateral,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),7.608695652173913,7.608695652173913,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
339, $ 50.000,529 e/ 25 y 26,"La Plata, GBA Sur",43,43,2,1,1,10,Contrafrente,E,Muy luminoso,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Zona Sur (GBA),7.883720930232558,7.883720930232558,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
330,0,65 e/ 121 y Avenida 122,"La Plata, GBA Sur",45,45,2,1,1,17,Frente,N,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Zona Sur (GBA),7.333333333333333,7.333333333333333,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
320, $ 15.000,Calle 67 1129,"La Plata, GBA Sur",39,35,2,1,1,5,Interno,0,Luminoso,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Zona Sur (GBA),8.205128205128204,9.142857142857142,7.135041930802413,7.345668761342168,331.1333333333333,376.27272727272725,2
