provincia,localidad,cantidad_de_ambiente,precio_medio,precio_m2_cubierto_medio_localidad
Zona Norte (GBA),"Terrazas de la Bahía, Nordelta",2,833.3333333333334,13.727598566308245
Zona Norte (GBA),"Terrazas de la Bahía, Nordelta",3,1500.0,16.666666666666668
Zona Norte (GBA),"Tigre, GBA Norte",1,750.0,14.299242424242426
Zona Norte (GBA),"Tigre, GBA Norte",2,461.1111111111111,9.650318445247235
Zona Norte (GBA),"Tigre, GBA Norte",3,839.8,10.440108888985293
Zona Norte (GBA),"Tigre, GBA Norte",4,1116.6666666666667,9.876124238869338
Zona Norte (GBA),"Tigre, GBA Norte",5,2200.0,9.388770759502467
Zona Norte (GBA),"Tigre, GBA Norte",6,1850.0,7.589620117710005
Zona Norte (GBA),"Tigre, GBA Norte",7,2533.3333333333335,8.241952051475861
Zona Norte (GBA),"Tigre, Tigre",1,438.57142857142856,9.974850546279116
Zona Norte (GBA),"Tigre, Tigre",2,451.7647058823529,9.431613465826466
Zona Norte (GBA),"Tigre, Tigre",3,782.5,9.819027269027268
Zona Norte (GBA),"Tigre, Tigre",4,1600.0,12.10340536503099
Zona Norte (GBA),"Tigre, Tigre",5,962.5,8.020833333333334
Zona Norte (GBA),"Tigre, Tigre",6,2950.0,8.239979445015416
Zona Norte (GBA),"Tigre, Tigre",7,7500.0,12.54180602006689
Zona Norte (GBA),"Tipas, Nordelta",4,2633.3333333333335,12.245435503094647
Zona Norte (GBA),"Tipas, Nordelta",5,3343.75,13.330513078007357
Zona Norte (GBA),"Tipas, Nordelta",6,2455.5555555555557,10.842158163897295
Zona Norte (GBA),"Tipas, Nordelta",7,2666.6666666666665,10.419753086419753
Zona Norte (GBA),"Tipas, Nordelta",8,2200.0,11.0
Zona Sur (GBA),"Tolosa, La Plata",1,180.0,8.571428571428571
Zona Sur (GBA),"Tolosa, La Plata",2,250.0,3.125
Zona Sur (GBA),"Tolosa, La Plata",3,447.5,6.592881944444445
Zona Sur (GBA),"Tolosa, La Plata",4,750.0,6.25
Zona Sur (GBA),"Tolosa, La Plata",5,715.0,5.766666666666667
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",1,1000.0,14.925373134328359
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",2,1000.0,28.571428571428573
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",3,3500.0,23.333333333333332
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",4,3500.0,22.27109053497942
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",5,3940.0,11.696428571428573
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",6,2820.0,10.051265631984366
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",7,8250.0,18.32523735924045
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",8,2500.0,8.19672131147541
Zona Norte (GBA),"Tortugas Country Club, Manuel Alberti",10,4000.0,14.814814814814815
Zona Sur (GBA),"Valentín Alsina, Lanús",1,250.0,10.0
Zona Sur (GBA),"Valentín Alsina, Lanús",2,276.6666666666667,6.515873015873016
Zona Sur (GBA),"Valentín Alsina, Lanús",3,630.0,8.489502164502165
Zona Sur (GBA),"Valentín Alsina, Lanús",4,695.0,6.691532258064516
Zona Sur (GBA),"Valentín Alsina, Lanús",6,1500.0,7.5
Zona Norte (GBA),"Vicente López, GBA Norte",1,416.6666666666667,12.256335282651072
Zona Norte (GBA),"Vicente López, GBA Norte",2,908.8888888888889,16.317366233462124
Zona Norte (GBA),"Vicente López, GBA Norte",3,1350.0,16.726962536955124
Zona Norte (GBA),"Vicente López, GBA Norte",4,3412.5,20.029796697700462
Zona Norte (GBA),"Vicente López, GBA Norte",5,2300.0,24.166666666666668
Zona Norte (GBA),"Vicente López, GBA Norte",9,6200.0,10.333333333333334
Zona Norte (GBA),"Vicente López, Vicente López",1,333.3333333333333,11.534722222222221
Zona Norte (GBA),"Vicente López, Vicente López",2,770.0,14.592588937473797
Zona Norte (GBA),"Vicente López, Vicente López",3,814.0,11.574639488667586
Zona Norte (GBA),"Vicente López, Vicente López",4,1258.3333333333333,10.94657000569675
Zona Norte (GBA),"Vicente López, Vicente López",5,2075.0,12.277777777777779
Zona Norte (GBA),"Vicente López, Vicente López",6,2200.0,9.287749287749287
Zona Norte (GBA),"Vicente López, Vicente López",7,2125.0,7.285059189527695
Zona Norte (GBA),"Vicente López, Vicente López",8,2400.0,7.704495939790057
Zona Norte (GBA),"Victoria, San Fernando",2,460.0,10.110969387755102
Zona Norte (GBA),"Victoria, San Fernando",3,650.0,9.0625
Zona Norte (GBA),"Victoria, San Fernando",4,1820.0,10.045598889192755
Zona Norte (GBA),"Villa Adelina, San Isidro",2,333.3333333333333,9.309116809116809
Zona Norte (GBA),"Villa Adelina, San Isidro",3,485.0,11.5
Zona Norte (GBA),"Villa Adelina, San Isidro",4,825.0,6.150568181818182
Zona Norte (GBA),"Villa Adelina, San Isidro",6,1300.0,10.56910569105691
Zona Norte (GBA),"Villa Ballester, General San Martín",1,261.1111111111111,7.652859421280474
Zona Norte (GBA),"Villa Ballester, General San Martín",2,344.5813953488372,8.199489583297389
Zona Norte (GBA),"Villa Ballester, General San Martín",3,597.5,8.935654950499863
Zona Norte (GBA),"Villa Ballester, General San Martín",4,1012.0,8.215448408871746
Zona Oeste (GBA),"Villa Bosch, Tres de Febrero",1,235.0,7.15
Zona Oeste (GBA),"Villa Bosch, Tres de Febrero",2,332.5,7.734552845528455
Zona Oeste (GBA),"Villa Bosch, Tres de Febrero",3,517.5,8.354437229437229
Zona Sur (GBA),"Villa Dominico, Avellaneda",1,290.0,10.357142857142858
Zona Sur (GBA),"Villa Dominico, Avellaneda",2,308.3333333333333,9.032203159041394
Zona Sur (GBA),"Villa Dominico, Avellaneda",3,350.0,7.777777777777778
Zona Sur (GBA),"Villa Dominico, Avellaneda",5,600.0,6.0
Zona Sur (GBA),"Villa Elvira, La Plata",1,116.0,5.043478260869565
Zona Sur (GBA),"Villa Elvira, La Plata",2,169.0,6.196666666666667
Zona Sur (GBA),"Villa Elvira, La Plata",3,240.0,5.190476190476191
Zona Sur (GBA),"Villa Elvira, La Plata",4,1000.0,5.0
Zona Oeste (GBA),"Villa Luzuriaga, La Matanza",2,268.57142857142856,7.005667858738763
Zona Oeste (GBA),"Villa Luzuriaga, La Matanza",3,344.44444444444446,5.664848532005395
Zona Oeste (GBA),"Villa Luzuriaga, La Matanza",4,500.0,3.3333333333333335
Zona Oeste (GBA),"Villa Madero, La Matanza",1,305.0,7.603174603174603
Zona Oeste (GBA),"Villa Madero, La Matanza",2,306.0,8.648277347114556
Zona Oeste (GBA),"Villa Madero, La Matanza",3,433.3333333333333,7.792096715293394
Zona Oeste (GBA),"Villa Madero, La Matanza",20,600.0,8.219178082191782
Zona Oeste (GBA),"Villa Sarmiento, Morón",1,250.0,7.843137254901961
Zona Oeste (GBA),"Villa Sarmiento, Morón",2,438.3333333333333,10.00952380952381
Zona Oeste (GBA),"Villa Sarmiento, Morón",3,666.6666666666666,5.752514516559461
Zona Oeste (GBA),"Villa Sarmiento, Morón",4,1300.0,10.483870967741936
Zona Oeste (GBA),"Villa Tesei, Hurlingham",2,260.0,6.222222222222222
Zona Oeste (GBA),"Villa Tesei, Hurlingham",3,450.0,8.23404255319149
Zona Norte (GBA),"Villanueva, Tigre",2,666.6666666666666,14.152564736928914
Zona Norte (GBA),"Villanueva, Tigre",3,975.0,11.860119047619047
Zona Norte (GBA),"Villanueva, Tigre",4,1165.8333333333333,9.225420412920412
Zona Norte (GBA),"Villanueva, Tigre",5,1815.0,9.113354815427616
Zona Norte (GBA),"Villanueva, Tigre",6,1650.0,7.579281183932347
Zona Norte (GBA),"Vista Bahía, Nordelta",2,990.0,13.75
Zona Norte (GBA),"Vista Bahía, Nordelta",3,1716.6666666666667,14.459789712986643
Zona Norte (GBA),"Vistas, El Cazador",5,1285.0,6.969140331757113
Zona Norte (GBA),"Vistas, El Cazador",6,1683.3333333333333,7.495199886504234
Zona Sur (GBA),"Wilde, Avellaneda",1,271.6666666666667,8.93521363145019
Zona Sur (GBA),"Wilde, Avellaneda",2,316.0869565217391,7.693955842819661
Zona Sur (GBA),"Wilde, Avellaneda",3,443.52941176470586,7.209272087532544
Zona Sur (GBA),"Wilde, Avellaneda",4,647.5,6.654632341814006
Zona Norte (GBA),"Wyndham Condominios, Nordelta",1,866.6666666666666,18.333333333333332
Zona Norte (GBA),"Wyndham Condominios, Nordelta",2,837.5,14.320175438596491
Zona Norte (GBA),"Wyndham Condominios, Nordelta",3,1000.0,14.285714285714286
Zona Norte (GBA),"Wyndham Condominios, Nordelta",4,3000.0,19.10828025477707
Zona Norte (GBA),"Yoo Nordelta, Nordelta",2,988.0952380952381,17.398333172953784
Zona Norte (GBA),"Yoo Nordelta, Nordelta",3,1570.5882352941176,21.26591058625585
Zona Norte (GBA),"Yoo Nordelta, Nordelta",4,3100.0,22.389112826702497
Zona Norte (GBA),"Zelaya, Pilar",4,900.0,6.3957307060755335
Zona Norte (GBA),"Zelaya, Pilar",5,1012.5,5.472222222222222
