precio,expensas,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_banios,cantidad_de_dormitorios,antiguedad,disposicion,orientacion,luminosidad,cantidad_de_cocheras,cantidad_de_toiletes,estado_general,aire_acondicionado,alarma,amoblado,caldera,calefacción,cancha_deportes,cocina_equipada,frigobar,lavarropas,lavavajillas,microondas,quincho,sum,sauna,secarropas,termotanque,vigilancia,ascensor,caja_fuerte,internet,laundry,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,lavadero,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,amoblado.1,acceso_movilidad_reducida,provincia,precio_m2,precio_m2_cubierto,precio_m2_medio_localidad,precio_m2_cubierto_medio_localidad,precio_medio_localidad,precio_medio_prov,num_provincia
240, $ 75.000,RIVERA INDARTE 1595,"Cofico, Córdoba",40,40,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,6.0,6.0,5.885714285714286,6.019047619047619,240.0,332.3255813953488,Cordoba
240, $ 32.000,BEDOYA 320,"Cofico, Córdoba",40,36,1,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,6.0,6.666666666666667,5.885714285714286,6.019047619047619,240.0,332.3255813953488,Cordoba
240, $ 73.000,rivera indarte 1595,"Cofico, Córdoba",42,42,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,5.714285714285714,5.714285714285714,5.885714285714286,6.019047619047619,240.0,332.3255813953488,Cordoba
240, $ 50.000,Faustino Allende 1055,"Cofico, Córdoba",40,40,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,6.0,6.0,5.885714285714286,6.019047619047619,240.0,332.3255813953488,Cordoba
180,0,Urquiza 1594,"Cofico, Córdoba",40,40,2,1,1,30,Frente,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,4.5,4.5,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
190, $ 41.000,Juan B Justo 2249,"Cofico, Córdoba",45,45,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cordoba,4.222222222222222,4.222222222222222,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
190, $ 90.000,MARIANO FRAGUEIRO 1324,"Cofico, Córdoba",50,45,2,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,3.8,4.222222222222222,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
230, $ 55.000,Roque Saenz Peña 1540,"Cofico, Córdoba",50,42,2,1,1,15,Frente,0,Muy luminoso,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,4.6,5.476190476190476,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
240, $ 50.000,Bedoya  al 200,"Cofico, Córdoba",45,40,2,1,1,10,Contrafrente,SO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,5.333333333333333,6.0,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
240, $ 75.000,Rivera Indarte 1595,"Cofico, Córdoba",49,45,2,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,4.8979591836734695,5.333333333333333,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
240, $ 40.000,Jeronimo Luis de Cabrera 333,"Cofico, Córdoba",49,45,2,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,4.8979591836734695,5.333333333333333,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
240, $ 75.000,rivera indarte 1595,"Cofico, Córdoba",45,45,2,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,5.333333333333333,5.333333333333333,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
250, $ 65.000,SAN Martin 1300 - Ambientes Luminosos,"Cofico, Córdoba",45,45,2,1,1,10,Frente,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cordoba,5.555555555555555,5.555555555555555,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
250, $ 50.000,baigorri,"Cofico, Córdoba",40,40,2,1,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,6.25,6.25,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
